,claim,URL,truth_value,date,topic
122,"""A study by the National Economics Research Association showed that the (Paris climate) deal could cost 2.7 million lost jobs in the U.S. by 2025 should our country adhere to the commitments made by the Obama Administration.""",https://www.politifact.com/factchecks/2017/jun/21/gus-bilirakis/gus-bilirakis-cites-flawed-study-defend-us-wit/,false,"June 13, 2017",climate-change
123,"Says each of the past three years ""has been the hottest on record.""",https://www.politifact.com/factchecks/2017/jun/15/derrick-crowe/democrat-lamar-smith-three-years-hottest-record-ea/,true,"June 3, 2017",climate-change
124,"""Every single year that there's an increase (in temperature) it's within the margin of error -- meaning it isn't increasing.""",https://www.politifact.com/factchecks/2017/jun/09/greg-gutfeld/fox-news-show-co-host-greg-gutfeld-denies-temperat/,pants-fire,"June 2, 2017",climate-change
125,Says an Internet meme shows people rejoicing over the Paris agreement.,https://www.politifact.com/factchecks/2017/jun/07/sarah-palin/sarah-palin-facebook-meme-climate-accord-uses-unre/,false,"June 6, 2017",climate-change
126,"""China will be allowed to build hundreds of additional coal plants. So we can’t build the plants, but they can, according to this (Paris) agreement.""",https://www.politifact.com/factchecks/2017/jun/05/donald-trump/donald-trump-wrong-paris-accord-china-and-coal-pla/,false,"June 1, 2017",climate-change
127,"""70 percent of Florida is in drought today.""",https://www.politifact.com/factchecks/2017/jun/05/al-gore/al-gore-says-70-percent-floridas-drought-today/,mostly-true,"June 4, 2017",climate-change
128,"""A majority of President Trump's supporters and voters wanted (the United States) to stay in"" the Paris Agreement.",https://www.politifact.com/factchecks/2017/jun/05/al-gore/al-gore-says-majority-trump-voters-support-paris-a/,barely-true,"June 4, 2017",climate-change
129,"Clean energy employs ""more than half a million Californians. That’s nearly ten times more the number of coal mining jobs that exist in the entire nation.""",https://www.politifact.com/factchecks/2017/jun/02/kevin-de-leon/does-california-have-10-times-many-clean-energy-jo/,mostly-true,"May 31, 2017",climate-change
130,"""Syria and Nicaragua are the only nations that didn't sign the Paris Agreement. Nicaragua said it wasn't tough enough.""",https://www.politifact.com/factchecks/2017/jun/01/debbie-wasserman-schultz/are-nicaragua-and-syria-only-countries-not-sign-pa/,true,"June 1, 2017",climate-change
131,"""The EPA director under Obama said the Clean Power Initiative would have no effect on man-made CO2 emissions. That's what she said. Go look it up.""",https://www.politifact.com/factchecks/2017/apr/06/rick-santorum/rick-santorum-garbles-climate-change-comments-obam/,false,"March 31, 2017",climate-change
132,"""...the earth moves closer to the sun every year – you know the rotation of the earth. We’re moving closer to the sun.""",https://www.politifact.com/factchecks/2017/mar/31/scott-wagner/pa-gopers-climate-change-theory-debunked-nope-not-/,false,"March 28, 2017",climate-change
133,"Carbon dioxide is not ""a primary contributor to the global warming that we see.""",https://www.politifact.com/factchecks/2017/mar/10/scott-pruitt/epa-head-scott-pruitt-says-carbon-dioxide-not-prim/,false,"March 9, 2017",climate-change
134,"Says Donald Trump was ""caught investing in (the) Dakota Pipeline before signing it.""",https://www.politifact.com/factchecks/2017/feb/16/learnprogressorg/trump-caught-investing-dakota-access-pipeline-appr/,false,"February 8, 2017",climate-change
135,"""Food waste is the 3rd largest contributor"" of greenhouse gas emissions.",https://www.politifact.com/factchecks/2017/feb/14/world-food-program/no-food-waste-not-third-biggest-source-greenhouse-/,false,"February 5, 2017",climate-change
136,"""One hundred and ninety-four countries signed the Paris Agreement to control greenhouse gases. Our own voluntary agreement to accomplish the same goal — the Under2  MOU — has 165 signatories, representing a billion people.""",https://www.politifact.com/factchecks/2017/jan/26/jerry-brown/heres-what-you-need-know-about-californias-paris-a/,mostly-true,"January 24, 2017",climate-change
137,"""The White House removed its climate change web page. And the healthcare, civil rights and LGBT sections.""",https://www.politifact.com/factchecks/2017/jan/23/george-takei/george-takei-says-white-house-removed-pages-about-/,mostly-true,"January 20, 2017",climate-change
138,"""California is growing a hell of a lot faster than Texas.""",https://www.politifact.com/factchecks/2016/dec/19/jerry-brown/are-jobs-california-growing-hell-lot-faster-texas/,mostly-true,"December 14, 2016",climate-change
139,"Says climate scientist James Hansen says ""we have until perhaps 50 years from now,"" or maybe a little longer ""and at that point, we are looking at 10, 20, 30 feet of sea-level rise.""",https://www.politifact.com/factchecks/2016/nov/23/jill-stein/jill-stein-overstates-forecast-about-seas-rising-3/,false,"October 17, 2016",climate-change
140,"Global warming leads to much quicker spread of the Zika virus because the increased temperature, ""makes mosquitoes mature faster,  . . . bite more due to having a higher metabolism, and makes the Zika virus inside of them incubate faster.""",https://www.politifact.com/factchecks/2016/oct/28/al-gore/al-gore-claims-global-warming-will-lead-faster-spr/,half-true,"October 11, 2016",climate-change
141,"Says ""11 straight years of no major hurricanes striking land"" in the United States ""bores a hole right through the whole climate change argument.""",https://www.politifact.com/factchecks/2016/oct/07/rush-limbaugh/rush-limbaugh-wrong-lack-hurricanes-diminishes-cli/,pants-fire,"October 5, 2016",climate-change
142,"Says Miami Congressman Carlos ""Curbelo supports drilling offshore"" and ""repeatedly voted against President Obama's ability to fight pollution and combat climate change.""",https://www.politifact.com/factchecks/2016/sep/29/democratic-congressional-campaign-committee/democrats-mislead-attack-carlos-curbelos-record-cl/,barely-true,"September 27, 2016",climate-change
143,"""I did not — I did not — I do not say that. I do not say that"" climate change is a hoax perpetrated by the Chinese.",https://www.politifact.com/factchecks/2016/sep/27/donald-trump/donald-trump-denies-saying-global-warming-chinese-/,barely-true,"September 26, 2016",climate-change
144,"Says Hillary Clinton and Tim Kaine ""want to shut down shale, and shut down natural gas.""",https://www.politifact.com/factchecks/2016/sep/26/donald-trump/donald-trump-wrong-say-hillary-clinton-wants-shut-/,half-true,"September 24, 2016",climate-change
145,"Says Hillary Clinton and millennials have the same positions on climate change, abortion rights, immigration reform, gay rights and college affordability. ""Donald Trump doesn't.""",https://www.politifact.com/factchecks/2016/sep/18/tim-kaine/tim-kaine-says-millennials-agree-clinton-not-trump/,mostly-true,"September 18, 2016",climate-change
146,"North Carolina’s coast ""is possibly the best place in (the) U.S. for an offshore windfarm.""",https://www.politifact.com/factchecks/2016/sep/09/duane-hall/north-carolina-top-state-offshore-wind-power-state/,mostly-true,"August 23, 2016",climate-change
147,"""The climate hasn't warmed in quite a few years. That is proven scientifically.""",https://www.politifact.com/factchecks/2016/aug/12/ron-johnson/no-climate-warming-quite-few-years-gop-sen-ron-joh/,false,"August 1, 2016",climate-change
148,"Says Hillary Clinton ""negotiated the first agreement — ever — where China and India officially committed to reduce their emissions.""",https://www.politifact.com/factchecks/2016/jul/29/bill-clinton/fact-checking-bill-clinton-hillarys-big-climate-ch/,half-true,"July 26, 2016",climate-change
149,"""The president has said the national security threat facing America, the top one, is global warming.""",https://www.politifact.com/factchecks/2016/jun/04/paul-babeu/arizona-sheriff-says-obama-called-global-warming-a/,barely-true,"May 26, 2016",climate-change
150,"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",https://www.politifact.com/factchecks/2016/jun/03/hillary-clinton/yes-donald-trump-did-call-climate-change-chinese-h/,mostly-true,"June 2, 2016",climate-change
151,"""I believe we should have tax on carbon and deal aggressively with climate change. That is not (Hillary Clinton's) position.""",https://www.politifact.com/factchecks/2016/may/29/bernie-sanders/bernie-sanders-says-only-he-supports-carbon-tax-an/,mostly-true,"May 29, 2016",climate-change
152,"""The market is making this decision. The market has driven down the cost of coal, so you have companies going bankrupt.""",https://www.politifact.com/factchecks/2016/may/10/hillary-clinton/hillary-clinton-says-market-forces-made-coal-compa/,mostly-true,"May 4, 2016",climate-change
153,"The Paris Agreement ""is by far the largest number of countries ever to sign an international agreement on a single day.""",https://www.politifact.com/factchecks/2016/apr/26/ban-ki-moon/paris-agreement-sees-largest-number-countries-sign/,mostly-true,"April 22, 2016",climate-change
154,"""Over 97 percent of the scientific community … believe that humans are contributing to climate change.""",https://www.politifact.com/factchecks/2016/apr/04/don-beyer/don-beyer-says-97-percent-scientists-believe-human/,mostly-true,"March 24, 2016",climate-change
155,"""The Clean Power Plan is something that Sen. Sanders has said he would delay implementing.""",https://www.politifact.com/factchecks/2016/mar/10/hillary-clinton/hillary-clinton-says-bernie-sanders-wants-delay-cl/,false,"March 9, 2016",climate-change
156,"""There is not a single candidate in the Republican primary that thinks we should do anything about climate change.""",https://www.politifact.com/factchecks/2016/mar/01/barack-obama/obama-none-gop-candidates-have-climate-change-plan/,mostly-true,"February 16, 2016",climate-change
157,"""Our community (Tampa Bay) is one of the 10 most threatened by the sea level rise in the world.""",https://www.politifact.com/factchecks/2016/feb/26/sierra-club/tampa-bay-among-top-10-regions-most-threatened-cli/,mostly-true,"February 22, 2016",climate-change
158,"""Not one Republican has the guts to recognize that climate change is real.""",https://www.politifact.com/factchecks/2016/feb/10/bernie-sanders/bernie-sanders-offers-overheated-claim-where-all-r/,false,"February 4, 2016",climate-change
159,"Says Donald Trump ""thinks that climate change is a hoax, invented by the Chinese.""",https://www.politifact.com/factchecks/2016/jan/24/bernie-sanders/yes-donald-trump-really-did-tweet-climate-change-h/,mostly-true,"January 24, 2016",climate-change
160,"""In reality, gas produced by fracking is worse for the climate than coal.""",https://www.politifact.com/factchecks/2016/jan/24/environmental-justice-league-ri-environmental-just/could-fracking-be-worse-climate-coal/,half-true,"January 12, 2016",climate-change
161,"Says President Barack Obama’s homeland security budget had ""$16 million to fight climate change"" but ""didn't have a line item to fight violent extremism.""",https://www.politifact.com/factchecks/2015/dec/18/sean-duffy/barack-obama-gives-homeland-security-millions-clim/,barely-true,"December 9, 2015",climate-change
162,"""Mike Morell testified and told Congress that the reason Obama has not bombed ISIS' oil fields is they're concerned about global warming.""",https://www.politifact.com/factchecks/2015/dec/14/ted-cruz/ted-cruz-misquotes-cia-official-makes-false-claim-/,false,"December 8, 2015",climate-change
